"","baseMean_riborna","log2FoldChange_riborna","padj_riborna","symb","biotype","baseMean_rna","log2FoldChange_rna","padj_rna","baseMean_ribo","log2FoldChange_ribo","padj_ribo","tx_type","log10_padj_riborna","symb_deplot","nudgey","nudgex"
"ENSG00000110090.13",1258.46583541789,0.319809834890362,0.164195931408169,"CPT1A","all genes",1812.80236821143,-0.386862002353858,0.00115540859279227,728.692752539944,-0.0534133593263886,0.921701805604346,"RNA_down",-0.78463760841556,NA,0,0
"ENSG00000161847.14",513.772573661369,0.433089964921222,0.164457131823682,"RAVER1","all genes",486.911840803703,-0.355897424346539,0.0939138724589476,339.110803518448,0.0910606720648116,0.898073032651836,"Not_significant",-0.783947288222609,NA,NA,NA
"ENSG00000121931.16",345.946375296108,-0.519759398527708,0.16449484005474,"LRIF1","all genes",841.705788541292,0.36074057927052,0.0185370240221196,143.843360785446,-0.144048604591453,0.899315756683194,"Not_significant",-0.783847720637412,NA,NA,NA
"ENSG00000249915.8",585.112167201985,0.377958817752446,0.164884551720661,"PDCD6","all genes",1370.44235762958,-0.223591902777119,0.102027985613519,252.194808170889,0.167289128976055,0.763105663728938,"Not_significant",-0.782820032146596,NA,NA,NA
"ENSG00000187678.9",317.805835912056,0.513301226041532,0.165284849257449,"SPRY4","all genes",1003.20713844007,-0.177982299006017,0.311584726264933,94.4705018337492,0.352286402382642,0.609710857557095,"Not_significant",-0.781766953963024,NA,NA,NA
"ENSG00000242247.11",279.408066291752,0.556105237688455,0.165284849257449,"ARFGAP3","all genes",598.192819937684,-0.412444940761734,0.0237193383586154,129.690131687376,0.158729280625744,0.881174136428113,"Not_significant",-0.781766953963024,NA,NA,NA
"ENSG00000187514.16",5361.87300553543,0.225012845196565,0.166024159051301,"PTMA","all genes",17985.299145599,-0.320098653461105,4.03900344766688e-05,1419.48520262793,-0.0807277968215179,0.716392389996149,"RNA_down",-0.779828710880142,NA,0,0
"ENSG00000247271.7",47.5459323305108,1.2104849735277,0.166024159051301,"ZBED5-AS1","all genes",112.153838977552,-0.652819013304019,0.104321719423483,20.3776928585488,0.57164903701686,0.759936101568823,"Not_significant",-0.779828710880142,NA,NA,NA
"ENSG00000090674.16",101.498675340903,-0.858165035355632,0.166091218983685,"MCOLN1","all genes",159.20737669708,0.208341113343336,0.682171170688595,56.5877296217974,-0.637489625087022,0.3703704122375,"Not_significant",-0.779653327498863,NA,NA,NA
"ENSG00000115641.19",1173.66459848393,0.272090285257655,0.166091218983685,"FHL2","all genes",1856.54378311383,0.272174424232031,0.0175230220258548,652.600424138153,0.558161796844774,6.9833159669655e-08,"Not_significant",-0.779653327498863,NA,NA,NA
"ENSG00000168003.16",1349.91036447215,0.258973929502077,0.166091218983685,"SLC3A2","all genes",1832.90273255185,0.349999984463581,0.00113213494812284,800.352952073752,0.623042815192559,3.90054866043872e-12,"RNA_up",-0.779653327498863,NA,0,0
"ENSG00000086504.17",319.268282416308,0.485724056604048,0.166390374993208,"MRPL28","all genes",544.708566680125,-0.2561726733452,0.241375890986918,170.977668480981,0.24329430312976,0.656284670865134,"Not_significant",-0.778871799489022,NA,NA,NA
"ENSG00000136485.15",1226.51266443938,0.294548908955107,0.16649179110261,"DCAF7","all genes",2432.63359690073,-0.264303190918391,0.0140605067775702,600.886344119373,0.0447108142013702,0.943715363066743,"Not_significant",-0.778607174570429,NA,NA,NA
"ENSG00000285629.1",321.498033621891,-0.541629026189469,0.166828327504689,"AL031847.2","all genes",232.476364544065,0.0508971949644536,0.928630893538629,223.931691646663,-0.473470255130741,0.0608900853374272,"Not_significant",-0.77773020409138,NA,NA,NA
"ENSG00000164615.5",264.858238864605,-0.549610246815155,0.166924317172934,"CAMLG","all genes",794.663271261242,0.321954442988938,0.0426198077125979,85.4429673428279,-0.213662451426656,0.861018895939381,"Not_significant",-0.777480391632646,NA,NA,NA
"ENSG00000164924.18",3349.24263441651,0.224389568584216,0.166948120314953,"YWHAZ","all genes",11259.0382825579,-0.292213070356447,0.000304887585327565,882.538231859921,-0.053526114183936,0.902150033772791,"RNA_down",-0.777418466345694,NA,0,0
"ENSG00000198727.2",6593.22658323545,0.211183019403722,0.167227194139724,"MT-CYB","all genes",10469.8949522138,-0.203654151876466,0.030709619402884,3658.03035982111,0.0218682247502706,0.943715363066743,"Not_significant",-0.776693097085461,NA,NA,NA
"ENSG00000152518.8",143.357868213837,-0.692334874392175,0.167307719655166,"ZFP36L2","all genes",199.497600782457,0.349344975229607,0.320266923384349,84.1180256364299,-0.330208650436617,0.6874168929388,"Not_significant",-0.776484020028077,NA,NA,NA
"ENSG00000112379.9",239.806822678062,-0.63827896456471,0.167633357277718,"ARFGEF3","all genes",760.862672747945,0.326716233652935,0.0568105549337106,70.5530053806859,-0.294828494602679,0.787098281900647,"Not_significant",-0.775639557065049,NA,NA,NA
"ENSG00000113407.13",1695.24033345946,0.242407036966114,0.167809620774676,"TARS1","all genes",3427.89453184479,-0.245273038348432,0.0137736601104741,819.71151922586,0.0117885911633829,0.981327945210251,"Not_significant",-0.775183144046183,NA,NA,NA
"ENSG00000116212.15",558.089912525037,-0.386095924249095,0.167891005641524,"LRRC42","all genes",951.233183333563,0.1035300327122,0.660525640391563,298.841215533023,-0.267615089827743,0.402703294163754,"Not_significant",-0.774972569525353,NA,NA,NA
"ENSG00000058056.9",296.234371295282,-0.607650533020568,0.168105320121464,"USP13","all genes",792.632171207189,0.000304027363431735,0.999417645244128,111.343368754822,-0.591881835966992,0.130211434323403,"Not_significant",-0.77441854198686,NA,NA,NA
"ENSG00000154945.7",647.698311350687,-0.423477242357954,0.168105320121464,"ANKRD40","all genes",2521.16653397384,0.259719436346964,0.0117823413305367,114.038552716406,-0.147753612500095,0.907034101094935,"Not_significant",-0.77441854198686,NA,NA,NA
"ENSG00000172466.16",705.660382247184,0.36890567743723,0.168417404769859,"ZNF24","all genes",2165.46416262348,-0.37570620583816,0.000257628198204735,219.942799518526,0.00702237919159246,0.993582694544134,"RNA_down",-0.773613029196699,NA,0,0
"ENSG00000154309.8",73.4967098662972,0.986778325807895,0.169042777451967,"DISP1","all genes",180.72280762615,-0.0963817486218992,0.871199942612032,30.2889450837142,0.908625563178562,0.294493611083226,"Not_significant",-0.77200338023548,NA,NA,NA
"ENSG00000172845.15",1241.89719445755,-0.313131093232578,0.169539291972386,"SP3","all genes",4283.39221171591,0.0597362354636953,0.729370141528868,309.210263320575,-0.239134511171818,0.468895661949595,"Not_significant",-0.770729634869447,NA,NA,NA
"ENSG00000274211.6",453.785621516483,-0.73952941280312,0.169539291972386,"SOCS7","all genes",2085.76933247255,0.638387814379023,7.02384381243957e-12,27.3283735760168,-0.0983749097227063,0.974789088903082,"RNA_up",-0.770729634869447,NA,0,0
"ENSG00000071051.14",246.725318835624,-0.630203235847636,0.169818673302411,"NCK2","all genes",891.570276141925,0.452399854696223,0.000876156861351514,54.715487334905,-0.167875089372685,0.934336364071677,"RNA_up",-0.770014556339967,NA,0,0
"ENSG00000104823.9",465.74422249903,0.414784224563207,0.170176403341044,"ECH1","all genes",561.604239358319,-0.397317483597797,0.0285012724463604,287.649506173745,0.0309078393149367,0.974789088903082,"Not_significant",-0.769100659346789,NA,NA,NA
"ENSG00000149658.18",512.522943190673,-0.504652650659254,0.170684623130777,"YTHDF1","all genes",1225.11819520939,0.525848909096111,7.54716653147892e-05,216.689363635483,0.0365555491671907,0.974789088903082,"RNA_up",-0.767805602436854,NA,0,0
"ENSG00000125691.13",3615.59477891667,0.244470422504797,0.170686334181561,"RPL23","all genes",10822.35081124,-0.11038719004076,0.383334663296546,1171.60066903676,0.148526701683871,0.277139119023944,"Not_significant",-0.767801248815681,NA,NA,NA
"ENSG00000084207.18",3262.50929129576,0.219832066599689,0.17226431888612,"GSTP1","all genes",5710.81108886457,-0.208949198837899,0.0311826595077881,1723.10359871015,0.02593558198944,0.944087473728021,"Not_significant",-0.763804668666948,NA,NA,NA
"ENSG00000117155.16",520.586497414897,-0.522132646168168,0.17271735272162,"SSX2IP","all genes",1752.61325117439,0.216473241093615,0.15211293575499,136.648333274369,-0.289159417406912,0.648757341769289,"Not_significant",-0.762664027153696,NA,NA,NA
"ENSG00000163468.15",5265.54857530935,0.185288333263057,0.173117574217772,"CCT3","all genes",10528.1061177105,-0.241296970249668,0.00456761011087256,2565.52173956776,-0.0412926035002505,0.873595366846217,"RNA_down",-0.761658842012624,NA,0,0
"ENSG00000143376.14",406.036001503153,-0.454405454546463,0.173230244077845,"SNX27","all genes",1254.19544360639,0.188730854669349,0.217091638705217,125.083172814156,-0.251601971543722,0.727362912957449,"Not_significant",-0.761376282702892,NA,NA,NA
"ENSG00000156928.5",162.184701040708,-0.691247479922572,0.173579554814811,"MALSU1","all genes",375.529606249249,-0.0699744214029441,0.872008594939429,70.5496971593654,-0.747963725142389,0.133427838028526,"Not_significant",-0.760501429816275,NA,NA,NA
"ENSG00000168487.19",419.368035743487,-0.459322770590193,0.173579554814811,"BMP1","all genes",757.14089408118,0.309228660047873,0.075620986482421,217.60095340036,-0.136072948659257,0.862540585799083,"Not_significant",-0.760501429816275,NA,NA,NA
"ENSG00000204371.11",706.764956348918,0.33108712221151,0.173579554814811,"EHMT2","all genes",1408.77699362396,-0.247930548495483,0.0649616801736548,345.106482910116,0.0969025633131828,0.882968806942566,"Not_significant",-0.760501429816275,NA,NA,NA
"ENSG00000122257.20",612.900861676259,-0.362950540109577,0.173598277955665,"RBBP6","all genes",1299.17970946534,0.180802279589409,0.25728164529602,286.402841993226,-0.167926510445962,0.725289913447258,"Not_significant",-0.760454587212877,NA,NA,NA
"ENSG00000151348.14",747.150597592119,-0.347223453585004,0.173665325253474,"EXT2","all genes",1552.33192447889,-0.00547032749366381,0.98470509147597,354.275319954448,-0.338223914972126,0.142363099781242,"Not_significant",-0.760286885953329,NA,NA,NA
"ENSG00000144895.12",853.383220056011,0.358611610307705,0.173755490004379,"EIF2A","all genes",2363.30287434015,-0.369931311116842,0.000292020525340581,307.94134418326,0.00332730708266775,0.995708400319691,"RNA_down",-0.760061464487835,NA,0,0
"ENSG00000100029.18",812.865017657503,0.376873613806453,0.174168767201581,"PES1","all genes",1571.42253983024,-0.261823430764386,0.0464883286004533,404.950161371326,0.129750696651223,0.782689529033311,"Not_significant",-0.759029722164966,NA,NA,NA
"ENSG00000178381.12",71.8570940155424,1.01363838857489,0.174168767201581,"ZFAND2A","all genes",185.79330591847,0.0680733629431124,0.909126018909807,28.1178477831021,1.09641263387889,0.170186598953591,"Not_significant",-0.759029722164966,NA,NA,NA
"ENSG00000132963.8",915.405862417195,0.281936756892393,0.174316015287945,"POMP","all genes",1320.67673884661,-0.269466549000508,0.0385181301236902,529.751981538848,0.0276081924307023,0.969835498109764,"Not_significant",-0.75866271024136,NA,NA,NA
"ENSG00000188486.3",1548.7568689841,0.480452296140643,0.174316015287945,"H2AX","all genes",1025.48120340749,-0.132689499799683,0.85434431977529,1095.1647248977,0.362377686271217,1.12121185015167e-05,"Not_significant",-0.75866271024136,NA,NA,NA
"ENSG00000100532.12",140.13819769639,-0.806145387169867,0.174647066960504,"CGRRF1","all genes",443.56044139331,0.391525520781492,0.0701222634209387,41.4046925495656,-0.401609271032763,0.764994384304585,"Not_significant",-0.757838703548033,NA,NA,NA
"ENSG00000115756.13",438.95563263765,-0.420270542325764,0.174942464246159,"HPCAL1","all genes",1096.08073106956,0.467375030649401,0.000204098906923266,177.920673179826,0.0617945852658275,0.954898936726287,"RNA_up",-0.757104760279084,NA,0,0
"ENSG00000125257.16",393.628519823546,-0.449406080654449,0.174942464246159,"ABCC4","all genes",1131.86761019117,0.253173381155711,0.0774542495667438,135.069048121786,-0.180275438962978,0.848678405115477,"Not_significant",-0.757104760279084,NA,NA,NA
"ENSG00000125868.16",1049.74121085593,0.311147496489435,0.174942464246159,"DSTN","all genes",2464.98366192762,-0.303122656630076,0.00623078609491231,451.38062236148,0.0222144928685583,0.976869647033733,"RNA_down",-0.757104760279084,NA,0,0
"ENSG00000155304.6",483.507807894793,0.405162231051529,0.174942464246159,"HSPA13","all genes",967.203665524018,-0.230045175512022,0.173878786493603,235.559145566341,0.189492380359873,0.707938035801472,"Not_significant",-0.757104760279084,NA,NA,NA
"ENSG00000183309.11",437.954883772323,-0.512769069586781,0.176308646670357,"ZNF623","all genes",1664.58999754805,0.635317497481727,2.30582605399904e-09,83.6706169265205,0.136607082539839,0.932683403690373,"RNA_up",-0.753726388159337,NA,0,0
"ENSG00000198356.12",689.625761018929,0.348680896684071,0.176922678003088,"GET3","all genes",1369.65219455886,-0.249377795704968,0.0648373329636315,337.571158234756,0.113421877767282,0.852541659524727,"Not_significant",-0.752216495522414,NA,NA,NA
"ENSG00000039319.17",411.184449829223,-0.502676284887679,0.17801067114607,"ZFYVE16","all genes",1268.80021554464,0.321612564480001,0.021662478665542,126.888295376539,-0.166881277011111,0.878907859513284,"Not_significant",-0.749553962404914,NA,NA,NA
"ENSG00000257218.6",188.386291032807,0.690841385992532,0.17801067114607,"GATC","all genes",656.888257983114,-0.15800382374511,0.492309223876032,45.7887965501675,0.554811682909442,0.55224489028512,"Not_significant",-0.749553962404914,NA,NA,NA
"ENSG00000183291.17",831.425441773072,0.343178348445499,0.178010870277404,"SELENOF","all genes",2182.59355437529,-0.215935683006161,0.0797763456349988,319.700504727465,0.14049938687364,0.781629739158573,"Not_significant",-0.749553476582405,NA,NA,NA
"ENSG00000109436.8",145.399181624883,-0.816492315383973,0.179009126954427,"TBC1D9","all genes",541.668471590223,0.362917957296153,0.0470952209926221,29.5753950431724,-0.442245691227458,0.792395802305858,"Not_significant",-0.747124825529079,NA,NA,NA
"ENSG00000168496.4",705.139217449402,0.327389450676852,0.179009126954427,"FEN1","all genes",1353.24672330348,-0.323936134056965,0.00812533285524555,352.892646007214,0.0174219504622679,0.981582210219384,"RNA_down",-0.747124825529079,NA,0,0
"ENSG00000154122.14",219.914110476475,-0.671468756455023,0.179319663111136,"ANKH","all genes",678.572055545433,-0.0368895328907659,0.920289378675488,67.8509304545865,-0.691540886513557,0.209543626485551,"Not_significant",-0.746372085716975,NA,NA,NA
"ENSG00000243279.4",191.941769497902,0.62218125699134,0.179439886763738,"PRAF2","all genes",202.540699569977,-0.129475165662717,0.804265931571107,123.34953762454,0.505538857082883,0.201083072023907,"Not_significant",-0.746081013488282,NA,NA,NA
"ENSG00000121879.5",202.948192702931,-0.676126949437236,0.179602079900233,"PIK3CA","all genes",720.032919857169,0.153504537432319,0.489286634215369,47.2146337702932,-0.512864671934837,0.602197720236248,"Not_significant",-0.74568863824798,NA,NA,NA
"ENSG00000135829.17",2667.44075829015,0.192705251108363,0.179732622196718,"DHX9","all genes",5466.06072528876,-0.430666609564871,3.23591138910666e-08,1277.73517102598,-0.223412762625213,0.0193022553736121,"RNA_down",-0.745373089534307,NA,0,0
"ENSG00000117411.16",303.68297730041,-0.780437626779706,0.179835159940134,"B4GALT2","all genes",1350.8919079695,1.20479131200317,1.35994574342182e-32,25.6101878369199,0.460546035583674,0.812404054216986,"RNA_up",-0.745125394498368,"B4GALT2",0,0
"ENSG00000137124.8",403.992211097284,0.405724799480347,0.181172424673501,"ALDH1B1","all genes",833.665738257653,-0.165713550451447,0.400198640818581,192.62687569147,0.253858385989009,0.592748945498207,"Not_significant",-0.741907903367139,NA,NA,NA
"ENSG00000119760.16",319.837962456652,0.472761840265234,0.182037317968879,"SUPT7L","all genes",747.09887246669,-0.0428298195322948,0.898804202258261,138.214649068068,0.44522294465972,0.247598875812909,"Not_significant",-0.739839571758793,NA,NA,NA
"ENSG00000013275.8",899.560484443915,0.308509703834314,0.183549572425837,"PSMC4","all genes",1631.0891706807,-0.361834661518721,0.00169956270349921,465.839466951937,-0.0382296430527842,0.955998381789952,"RNA_down",-0.736246622837009,NA,0,0
"ENSG00000170832.13",447.702205061757,-0.459008247820207,0.183986215533918,"USP32","all genes",1573.11975334619,0.0907970623402362,0.639514542765571,106.690007929206,-0.353639171015645,0.576178928217099,"Not_significant",-0.735214713630727,NA,NA,NA
"ENSG00000148248.14",1647.24596111385,0.239147252258377,0.184547521727921,"SURF4","all genes",3704.18215592745,-0.116958070882981,0.340902457523833,735.205044345814,0.136207753884032,0.577261560746599,"Not_significant",-0.733891782530721,NA,NA,NA
"ENSG00000113194.13",777.263228183692,0.30986265538975,0.184654322602857,"FAF2","all genes",1971.17472465232,-0.188506195789017,0.136913156573786,310.238956133109,0.135791767530011,0.793350480180437,"Not_significant",-0.733640521424347,NA,NA,NA
"ENSG00000143164.15",295.758534546581,-0.576978339467324,0.184654322602857,"DCAF6","all genes",1067.16800255624,-0.113220407655595,0.586389674775673,65.900714689089,-0.672982130164293,0.243772868484825,"Not_significant",-0.733640521424347,NA,NA,NA
