"","baseMean_riborna","log2FoldChange_riborna","padj_riborna","symb","biotype","baseMean_rna","log2FoldChange_rna","padj_rna","baseMean_ribo","log2FoldChange_ribo","padj_ribo","tx_type","log10_padj_riborna","symb_deplot","nudgey","nudgex","five_cds_iaa_dmso","five_cds_IAA3Y_IAA3XWT","Tx_class"
"ENSG00000181222.17",1064.79556473287,0.386813851127539,0.0614643246673462,"POLR2A","all genes",907.183630537529,-0.240436401552408,0.164610825514336,835.560608519788,0.153300806606527,0.620515285187925,"Not_significant",-1.21137688578013,NA,NA,NA,0.241182021743802,-0.160721247555906,"Not_significant"
"ENSG00000197535.14",522.516358526091,-0.523867543033125,0.0623878615390437,"MYO5A","all genes",1382.81876957379,0.165655502195284,0.353876015417784,182.086956934189,-0.349897953788872,0.54754381401025,"Not_significant",-1.20489990037236,NA,NA,NA,0.0306655853047294,0.837221694980742,"Not_significant"
"ENSG00000155254.13",31.1145460164552,-1.7569370549639,0.0624304735849366,"MARVELD1","all genes",35.7327611648891,1.4557713887183,0.0266304873087899,22.1633620432617,-0.289080679415015,0.982015806520844,"Not_significant",-1.20460337058618,NA,NA,NA,1.06151823402595,-0.198742372526785,"Not_significant"
"ENSG00000243279.4",132.2334907122,1.03129005705688,0.0625401856049936,"PRAF2","all genes",37.704121797414,-0.491050638160884,0.597475101733147,122.005434747107,0.543020811314331,0.295341241511175,"Not_significant",-1.2038408342043,NA,NA,NA,-0.225306014799911,-0.310586596485691,"Not_significant"
"ENSG00000005249.13",82.5397101562247,-1.17292724873412,0.0627770461616098,"PRKAR2B","all genes",211.173202808719,0.0701317413658554,0.899179571095729,30.5161290786842,-1.09916070177147,0.322408709757628,"Not_significant",-1.20219912294457,NA,NA,NA,-0.159780444036769,1.49569516262407,"Not_significant"
"ENSG00000170906.16",411.318272096247,0.548110406589241,0.0627770461616098,"NDUFA3","all genes",762.799803467468,-0.173852254191403,0.423491058694774,222.578050172949,0.379081418415377,0.399951389994278,"Not_significant",-1.20219912294457,NA,NA,NA,0.150442162321812,-0.363162592502775,"Not_significant"
"ENSG00000105289.15",273.209288998474,-0.687634706123861,0.0627849781276088,"TJP3","all genes",688.810386951277,0.12771637507112,0.654339439408847,103.508178368018,-0.551091942548267,0.384668336459583,"Not_significant",-1.20214425270672,NA,NA,NA,0.966447440288973,2.62232302822508,"Not_significant"
"ENSG00000182197.11",148.157151365678,-1.04372001074432,0.0628110939726634,"EXT1","all genes",495.281978432402,0.687819130714372,3.70080088880492e-05,26.5444681287836,-0.347776003284276,0.964497969617203,"RNA_up",-1.20196364247949,NA,0,0,0.114241192866815,0.788495894806288,"RNA_up"
"ENSG00000078177.14",178.006094388762,-0.940672290950122,0.0630668436275727,"N4BP2","all genes",582.981316578455,0.785341938836151,8.87098121369689e-08,34.8285553103346,-0.158138605162239,0.989860809722122,"RNA_up",-1.20019890405393,NA,0,0,0.452938974421338,-0.0330150572279631,"RNA_up"
"ENSG00000100097.12",4178.28902201607,0.296338503062981,0.0630668436275727,"LGALS1","all genes",6577.11010591845,-0.27859383273739,0.00303024099906521,2545.35526082513,0.025639972741414,0.988052266983816,"RNA_down",-1.20019890405393,NA,0,0,-0.171544233712885,-0.100973997134063,"RNA_down"
"ENSG00000133794.18",102.713616512836,-1.14129400009718,0.0635447445998594,"ARNTL","all genes",307.574863897171,0.442232773676846,0.0848453911314875,27.0975644822002,-0.692683377478659,0.768779992651284,"Not_significant",-1.19692036148543,NA,NA,NA,0.489155686937722,1.12820270525794,"Not_significant"
"ENSG00000076924.12",918.493589150075,0.406898085515676,0.0637807571778297,"XAB2","all genes",1377.53973065359,-0.334641345856527,0.0116664794698263,576.141165117335,0.0790965585422866,0.959268132777451,"Not_significant",-1.19531032930439,NA,NA,NA,-0.609717971919899,-0.486416889598612,"Not_significant"
"ENSG00000001084.13",455.306356013957,-0.529263778411732,0.063899250073684,"GCLC","all genes",1124.65811657841,0.448259377481716,0.000661511802348691,178.188858978122,-0.0737483717559349,0.989860809722122,"RNA_up",-1.19450423872379,NA,0,0,0.690086576179211,-0.492568473003163,"RNA_up"
"ENSG00000104824.17",1867.56147988825,0.351119375134106,0.063899250073684,"HNRNPL","all genes",2543.39082246183,-0.401213828779573,0.000389845617693325,1233.99314504782,-0.0430359677890506,0.975358960713341,"RNA_down",-1.19450423872379,NA,0,0,0.0988091925643928,0.315687739585551,"RNA_down"
"ENSG00000123933.17",125.991230793456,-0.886098134247709,0.063899250073684,"MXD4","all genes",229.149069645402,0.429249232491215,0.14126591150585,69.2340023063627,-0.44584754899346,0.75585564532136,"Not_significant",-1.19450423872379,NA,NA,NA,0.513707461120402,0.313295752684994,"Not_significant"
"ENSG00000163399.16",2780.02860914749,-1.18977086738409,0.0639446989096817,"ATP1A1","all genes",4278.96930916249,-0.00173198252800766,0.998675908839227,1716.01809761281,-1.18518933425763,5.37214835045184e-69,"Not_significant",-1.19419545321347,NA,NA,NA,1.09218530998093,0.141374241456225,"Not_significant"
"ENSG00000188895.12",237.971089403683,-0.841378843259604,0.0639446989096817,"MSL1","all genes",785.349654262357,0.345980103136972,0.0395182427147114,45.1118242661846,-0.496955428220623,0.817704909635546,"Not_significant",-1.19419545321347,NA,NA,NA,1.33769931064421,-0.081449266474198,"Not_significant"
"ENSG00000115241.11",805.369281047661,-0.443860039338683,0.0639946077457539,"PPM1G","all genes",1793.42185687463,0.263301916400581,0.0649438871767643,362.790718361675,-0.173116650672457,0.819104230942023,"Not_significant",-1.19385661859305,NA,NA,NA,0.820853883618731,0.201070887058546,"Not_significant"
"ENSG00000171492.14",101.338084228181,-1.22674530672239,0.0640224201261093,"LRRC8D","all genes",329.942384631229,0.394216315044471,0.1020022736793,20.3021585721338,-0.816399995681162,0.766338383819191,"Not_significant",-1.1936679130168,NA,NA,NA,-0.760733760099156,0.0291463456595165,"Not_significant"
"ENSG00000163975.12",368.550594691202,-0.54762337326242,0.0640671110961156,"MELTF","all genes",642.51185730986,0.55799043885615,0.000233102320924812,209.321806246898,0.0156427335570774,0.999041873733936,"RNA_up",-1.19336485870366,NA,0,0,0.0340919762088807,-0.210240828359745,"RNA_up"
"ENSG00000198792.13",282.073079268877,-0.703863422763397,0.0644840122222031,"TMEM184B","all genes",816.706758107968,0.344529285295346,0.0457203545232873,81.2184858700642,-0.35213045980087,0.838362159779679,"Not_significant",-1.19054794837802,NA,NA,NA,0.0809822952247154,0.730602777826738,"Not_significant"
"ENSG00000044115.21",2593.33754126656,0.305970723421834,0.0655603813625936,"CTNNA1","all genes",4674.4057522891,-0.308902293199871,0.00130101911286445,1435.95121314939,0.00422444178547095,0.999041873733936,"RNA_down",-1.1833585288174,NA,0,0,-0.10033169141937,-0.0639189842182356,"RNA_down"
"ENSG00000108395.14",495.68265860929,-0.599015202776634,0.065805277987311,"TRIM37","all genes",1593.82579073804,0.0173405881179088,0.957530838889051,104.217155971491,-0.56738961228675,0.364124592214827,"Not_significant",-1.18173927190522,NA,NA,NA,0.938753597655666,-0.653742575750897,"Not_significant"
"ENSG00000169715.15",4639.58873009073,0.29657247282484,0.065805277987311,"MT1E","all genes",4598.76072081596,0.430306229500095,5.72830410613625e-06,3484.75032692523,0.734309750843682,6.96777554458612e-54,"RNA_up",-1.18173927190522,NA,0,0,0.0856432782498233,0.0271171191745458,"RNA_up"
"ENSG00000186111.9",93.544979227592,-1.17576516326181,0.0662467519955586,"PIP5K1C","all genes",277.977083543771,0.6807855826968,0.00182612653008697,25.1971688766576,-0.502201344486078,0.911823777674907,"RNA_up",-1.17883540984376,NA,0,0,NA,NA,"RNA_up"
"ENSG00000003056.8",436.403033551259,-0.553861347766917,0.0664048874357555,"M6PR","all genes",984.840226584694,0.241712154129218,0.17308546739897,193.389405012463,-0.307227493879385,0.672564391641073,"Not_significant",-1.17779995514605,NA,NA,NA,0.505965946658585,-0.108965628388758,"Not_significant"
"ENSG00000018189.13",104.979523866279,-1.18713925542175,0.0667783382683764,"RUFY3","all genes",336.080990206565,0.419301161311829,0.0840165570070217,22.4174734705709,-0.762109857429467,0.784165193572404,"Not_significant",-1.17536439225759,NA,NA,NA,0.551358970491624,0.787902559391432,"Not_significant"
"ENSG00000115904.13",235.650109252824,-0.72773359248546,0.0672177357567627,"SOS1","all genes",653.4011315396,0.284497101199311,0.13698200060433,74.8794021852696,-0.441254104391805,0.737667183963635,"Not_significant",-1.17251612091899,NA,NA,NA,-1.03506393767222,-0.00930501346434924,"Not_significant"
"ENSG00000082258.13",198.319662536893,0.7277660611336,0.068133524815682,"CCNT2","all genes",419.820487923134,0.00108614833579199,0.998227034442414,94.6958704893405,0.743318598071146,0.151912339701427,"Not_significant",-1.16663914271476,NA,NA,NA,-0.359126712841612,-1.04689532996388,"Not_significant"
"ENSG00000244405.8",474.787724162539,-0.524498861932648,0.068133524815682,"ETV5","all genes",779.963514339714,0.109108473116058,0.709067829197385,281.234400708132,-0.408343174197474,0.185202715594227,"Not_significant",-1.16663914271476,NA,NA,NA,0.231389596192785,-0.264735189540896,"Not_significant"
"ENSG00000120885.22",1219.69672566326,0.354590186029016,0.069039209681757,"CLU","all genes",1278.00662834168,-0.17629691079452,0.298269805442776,899.099189377885,0.185280974658118,0.386794301796108,"Not_significant",-1.16090418879946,NA,NA,NA,-1.12970496071395,-1.15536633383448,"Not_significant"
"ENSG00000121957.14",446.837976289967,-0.607751289343737,0.0691400483006483,"GPSM2","all genes",1333.80980464962,0.0101121924085309,0.978043612243746,118.964706911879,-0.588843489684135,0.27066671763636,"Not_significant",-1.16027032139908,NA,NA,NA,0.515693241949108,-0.15049871891782,"Not_significant"
"ENSG00000123146.20",402.496128000842,0.656912200667286,0.0696446857931195,"ADGRE5","all genes",309.214905601416,-0.543213278757131,0.0583654221070463,324.030776102069,0.118822730821971,0.938109832194237,"Not_significant",-1.15711201662371,NA,NA,NA,0.350185990302326,0.38089437664876,"Not_significant"
"ENSG00000147677.11",2188.17813457441,0.322077140142101,0.0696446857931195,"EIF3H","all genes",4748.92086556637,-0.25319656987422,0.0123830428025735,1016.08728612628,0.0760039518767772,0.923204570821408,"Not_significant",-1.15711201662371,NA,NA,NA,-0.139798270562917,-0.0796697401477152,"Not_significant"
"ENSG00000076864.19",78.009570889228,-1.24293860663083,0.070022490141184,"RAP1GAP","all genes",188.619000723041,0.486328436249074,0.176691656553604,31.5029214204143,-0.756950997446678,0.687390877964761,"Not_significant",-1.15476244890738,NA,NA,NA,-1.28812538679662,-0.949959317500404,"Not_significant"
"ENSG00000104312.8",208.023634878257,-0.72218437837983,0.070022490141184,"RIPK2","all genes",526.525775832912,0.609356560601635,0.000215811256016998,78.3178966941566,-0.104480757062204,0.989860809722122,"RNA_up",-1.15476244890738,NA,0,0,0.797183190245999,0.156207507658144,"RNA_up"
"ENSG00000169750.9",345.927322720833,-0.625029034321668,0.070022490141184,"RAC3","all genes",952.797621103324,0.655723126755515,3.35616057874062e-07,111.480156269784,0.0407381218152046,0.999041873733936,"RNA_up",-1.15476244890738,NA,0,0,0.618117039351419,-0.498444764324993,"RNA_up"
"ENSG00000136930.13",998.775081421278,0.394957004754724,0.070133098925635,"PSMB7","all genes",1662.67510252606,-0.197907203012846,0.182886488004165,586.491984878516,0.203863740560433,0.53936214156506,"Not_significant",-1.15407697078939,NA,NA,NA,-0.47568439622839,-0.100750802951822,"Not_significant"
"ENSG00000003989.17",59.0595753008247,-1.33049463050597,0.0701475847286628,"SLC7A2","all genes",133.188679764725,0.418520743951923,0.307823543665628,26.1837389695783,-0.917019412107343,0.601207473625889,"Not_significant",-1.15398727769438,NA,NA,NA,-1.30451104180995,NA,"Not_significant"
"ENSG00000152291.14",459.662470669703,0.507323937230007,0.0701475847286628,"TGOLN2","all genes",428.102725248204,-0.241056440541243,0.359930536697708,351.87660756812,0.27208327835397,0.467769233168804,"Not_significant",-1.15398727769438,NA,NA,NA,1.03141986036407,0.0196205622091354,"Not_significant"
"ENSG00000164068.16",219.626112046027,-0.691939595570939,0.0701475847286628,"RNF123","all genes",492.367852351522,0.430627269617631,0.0258883148501082,98.121772584401,-0.254301486321661,0.900103841773416,"Not_significant",-1.15398727769438,NA,NA,NA,-0.447307387227721,-0.730641321898957,"Not_significant"
"ENSG00000170915.9",55.9651599226502,-1.25749577556169,0.0705523639340175,"PAQR8","all genes",106.197116171863,0.635219363997604,0.11204683875903,29.6779765854297,-0.616826479597742,0.815120476366823,"Not_significant",-1.15148843015485,NA,NA,NA,-0.401455466659276,-0.836501267717121,"Not_significant"
"ENSG00000215845.11",296.888270666438,0.599394777968096,0.0707522788298638,"TSTD1","all genes",327.374905812993,-0.188915024471818,0.587899407069271,214.923839187023,0.418889779049101,0.266443490597242,"Not_significant",-1.15025956757333,NA,NA,NA,-0.140648573331674,-0.286505113217313,"Not_significant"
"ENSG00000198162.12",389.585749691984,-0.720355468896872,0.0713770879401158,"MAN1A2","all genes",1359.06834455052,0.00653095596181795,0.985078441459722,56.063650421977,-0.702817539118617,0.452414348582339,"Not_significant",-1.14644117447138,NA,NA,NA,0.675873659255249,-0.335823202333446,"Not_significant"
"ENSG00000184500.16",104.676098102966,-1.09276777534236,0.0713911590611806,"PROS1","all genes",283.760844831886,0.15985937690589,0.712545752936073,34.828583744203,-0.928958640140288,0.427272302490025,"Not_significant",-1.14635556705683,NA,NA,NA,-0.673967506779901,0.489891493963057,"Not_significant"
"ENSG00000077348.9",186.703701141075,0.720109385250145,0.0717339110826507,"EXOSC5","all genes",239.527329587715,-0.0896376128839886,0.857289971134879,126.995817284833,0.64090751062347,0.143878359694826,"Not_significant",-1.14427548987684,NA,NA,NA,-0.367519905670052,-0.974529860964242,"Not_significant"
"ENSG00000010270.13",141.793875791772,-1.04779200811612,0.0720857603178628,"STARD3NL","all genes",449.682371359867,0.0775310224614072,0.851170279054921,31.3211876046167,-0.957326637568294,0.454616533906289,"Not_significant",-1.14215051650311,NA,NA,NA,0.453592857608593,-0.420770374735558,"Not_significant"
"ENSG00000198888.2",2279.55170661115,0.383319487922422,0.0720857603178628,"MT-ND1","all genes",5987.41953695877,-0.139597820833187,0.372397597482309,805.790247367869,0.250395434120809,0.19675910808291,"Not_significant",-1.14215051650311,NA,NA,NA,NA,NA,"Not_significant"
"ENSG00000069956.12",405.11569947424,-0.931459732338481,0.0723199546767271,"MAPK6","all genes",1541.40132803492,0.15224824539104,0.376208594577434,27.1569908938799,-0.770487095996119,0.706837399431808,"Not_significant",-1.14074185470711,NA,NA,NA,0.899282058673263,-0.382918104463283,"Not_significant"
"ENSG00000099797.15",680.780102787106,0.5836092627256,0.0723199546767271,"TECR","all genes",708.760135028789,-0.44195290598717,0.399130418868554,502.952385545666,0.14472535509973,0.825018270288104,"Not_significant",-1.14074185470711,NA,NA,NA,-0.0711583052622346,0.0902813195298201,"Not_significant"
"ENSG00000137177.20",403.614760839819,-0.663928871842421,0.0723199546767271,"KIF13A","all genes",1356.5524556893,0.353360023654567,0.00624310719799487,70.5648813249733,-0.294255490089995,0.911792857845024,"RNA_up",-1.14074185470711,NA,0,0,0.957038011978426,0.231625701114485,"RNA_up"
"ENSG00000175387.16",659.008755889418,-0.531521821095548,0.0723199546767271,"SMAD2","all genes",1915.17492744441,0.188116309651335,0.241870431426654,188.070571229227,-0.334117209189873,0.634953119238552,"Not_significant",-1.14074185470711,NA,NA,NA,0.482577158559565,0.401679651528151,"Not_significant"
"ENSG00000204356.14",512.882164825228,-0.48342693884087,0.0723199546767271,"NELFE","all genes",1131.4521421698,0.444336234007532,0.000463403671725633,233.634644749501,-0.0307918684221965,0.997196133433165,"RNA_up",-1.14074185470711,NA,0,0,1.15405104074184,-0.931365262459588,"RNA_up"
"ENSG00000162522.11",274.735829379105,-0.640787087967082,0.072842077188646,"KIAA1522","all genes",620.11861548434,0.364467479965436,0.0533385448959188,121.723163995007,-0.270149097792926,0.861356960721635,"Not_significant",-1.13761767821616,NA,NA,NA,0.640034151938681,-0.185600232448593,"Not_significant"
"ENSG00000102996.5",241.903161918811,-0.691639885622703,0.0728680060164024,"MMP15","all genes",446.72364668777,0.258648070320667,0.286317544291604,131.280079958134,-0.428613765736455,0.590083622704533,"Not_significant",-1.13746311448676,NA,NA,NA,0.763681993764749,0.231605311250222,"Not_significant"
"ENSG00000105568.18",1539.3973339758,0.354079522470475,0.0744486967028897,"PPP2R1A","all genes",2122.02937625491,-0.295721681019556,0.0141337968640217,1010.97206324898,0.0655792509317688,0.951435338680028,"Not_significant",-1.12814290059411,NA,NA,NA,0.292068916436126,-0.123649021173629,"Not_significant"
"ENSG00000196591.12",900.964151253012,-0.418218366986388,0.0744939314124076,"HDAC2","all genes",1600.88733256981,-0.0238815840280871,0.939618988188234,504.322435731631,-0.435232233100295,0.0157233805129315,"Not_significant",-1.12787910525779,NA,NA,NA,0.533179196290538,0.284200872448353,"Not_significant"
"ENSG00000172270.20",4715.83291155199,0.285707874762376,0.0749049843777182,"BSG","all genes",4499.37996490311,-0.147842526618482,0.255115843436797,3583.49325067631,0.145291096229497,0.0830253099497849,"Not_significant",-1.12548928222423,NA,NA,NA,-0.441412036965607,-0.275618331953771,"Not_significant"
"ENSG00000004399.12",244.388306730828,-0.841515868177582,0.0757588133202527,"PLXND1","all genes",847.897916467624,0.764712165639871,1.57300111444559e-09,36.2699229723276,-0.0686619316098922,0.999041873733936,"RNA_up",-1.12056683670413,NA,0,0,NA,0.799087306074004,"RNA_up"
